,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns
0,,27_2491458424_UBS,2077972287,CNF,UCB,Close,Close,,UBS,2077972287
1,,132_249987817_UBS,1453049488,OB,UCB,Close,Close,,UBS,1453049488
2,,220_2491402505_UBS,2006721615,OB,UCB,Close,Close,,UBS,2006721615
3,,171_2491357765_UBS,1947006083,OB,UCB,Close,Close,,UBS,1947006083
4,,134_249987817_UBS,1453049489,OB,UCB,Close,Close,,UBS,1453049489
5,,222_2491402505_UBS,2006721619,OB,UCB,Close,Close,,UBS,2006721619
6,,242_2491196372_UBS,1729611507,OB,UCB,Close,Close,,UBS,1729611507
7,,164_2491073282_UBS,1566187563,OB,UCB,Close,Close,,UBS,1566187563
8,,98_249751014_UBS,1139539515,OB,UCB,Close,Close,,UBS,1139539515
9,,169_2491357765_UBS,1947006082,OB,UCB,Close,Close,,UBS,1947006082
10,,174_2491114307_UBS,1620407396,OB,UCB,Close,Close,,UBS,1620407396
11,,188_2491238233_UBS,1787477082,OB,UCB,Close,Close,,UBS,1787477082
12,,166_2491357765_UBS,1947006080,OB,UCB,Close,Close,,UBS,1947006080
13,,159_2491156763_UBS,1677285638,OB,UCB,Close,Close,,UBS,1677285638
14,,117_2491403450_UBS,2008157589,OB,UCB,Close,Close,,UBS,2008157589
15,,159_2491443683_UBS,2058655904,OB,UCB,Close,Close,,UBS,2058655904
16,,167_249831032_UBS,1246012730,OB,UCB,Close,Close,,UBS,1246012730
17,,166_2491073282_UBS,1566187565,OB,UCB,Close,Close,,UBS,1566187565
18,,181_2491276790_UBS,1837024349,OB,UCB,Close,Close,,UBS,1837024349
19,,183_2491276790_UBS,1837024350,OB,UCB,Close,Close,,UBS,1837024350
20,,240_2491196372_UBS,1729611502,OB,UCB,Close,Close,,UBS,1729611502
21,,200_2491030952_UBS,1510371606,OB,UCB,Close,Close,,UBS,1510371606
22,,38_249788078_UBS,1191199776,OB,UCB,Close,Close,,UBS,1191199776
23,,185_2491320026_UBS,1892570162,OB,UCB,Close,Close,,UBS,1892570162
24,,186_2491238233_UBS,1787477081,OB,UCB,Close,Close,,UBS,1787477081
25,,67_2491340659_UBS,1922304582,OB,UCB,Close,Close,,UBS,1922304582
26,,100_249751014_UBS,1139539514,OB,UCB,Close,Close,,UBS,1139539514
27,,169_249831032_UBS,1246012736,OB,UCB,Close,Close,,UBS,1246012736
28,,109_2491156763_UBS,1677285635,OB,UCB,Close,Close,,UBS,1677285635
29,,149_2491274656_UBS,1834529764,OB,UCB,Close,Close,,UBS,1834529764
30,,79_2491290069_UBS,1854343913,OB,UCB,Close,Close,,UBS,1854343913
31,,163_2491156763_UBS,1677285640,OB,UCB,Close,Close,,UBS,1677285640
32,,238_249947534_UBS,1401786064,OB,UCB,Close,Close,,UBS,1401786064
33,,198_2491030952_UBS,1510371605,OB,UCB,Close,Close,,UBS,1510371605
34,,161_2491443683_UBS,2058655905,OB,UCB,Close,Close,,UBS,2058655905
35,,130_249987817_UBS,1453049490,OB,UCB,Close,Close,,UBS,1453049490
36,,240_249947534_UBS,1401786069,OB,UCB,Close,Close,,UBS,1401786069
37,,110_2491344476_UBS,1927388766,OB,UCB,Close,Close,,UBS,1927388766
38,,182_2491276790_UBS,1837024433,OB,UCB,Close,Close,,UBS,1837024433
39,,185_2491276790_UBS,1837024351,OB,UCB,Close,Close,,UBS,1837024351
40,,168_2491357765_UBS,1947006133,OB,UCB,Close,Close,,UBS,1947006133
41,,167_2491357765_UBS,1947006081,OB,UCB,Close,Close,,UBS,1947006081
42,,172_2491357765_UBS,1947006141,OB,UCB,Close,Close,,UBS,1947006141
43,,161_2491156763_UBS,1677285639,OB,UCB,Close,Close,,UBS,1677285639
