,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
71,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,
123,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
787,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,
1314,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
1590,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
1650,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
2219,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
2389,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
2574,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
3253,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
15039,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
15062,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
