,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
1595,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,
1604,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,
2512,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,
2523,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,
4137,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,
4143,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,
4151,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,
6443,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,
7405,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,
10373,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,
10375,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,
10385,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,
10388,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,
10776,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,
10782,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,
10788,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,
