,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
567,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
569,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
1046,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
3520,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
3533,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
3838,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
4812,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
9501,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
14839,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
14840,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
