,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns
0,,220_2491430290_Goldman Sachs,1860076426,OB,UCB,Close,Close,,Goldman Sachs,1860076426
1,,218_2491430290_Goldman Sachs,1860076194,OB,UCB,Close,Close,,Goldman Sachs,1860076194
2,,94_2491430080_Goldman Sachs,1859922136,OB,UCB,Close,Close,,Goldman Sachs,1859922136
3,,214_2491430290_Goldman Sachs,1860076191,OB,UCB,Close,Close,,Goldman Sachs,1860076191
4,,216_2491430290_Goldman Sachs,1860076396,OB,UCB,Close,Close,,Goldman Sachs,1860076396
5,,95_2491430080_Goldman Sachs,1859922146,OB,UCB,Close,Close,,Goldman Sachs,1859922146
6,,221_2491430290_Goldman Sachs,1860076439,OB,UCB,Close,Close,,Goldman Sachs,1860076439
7,,219_2491430290_Goldman Sachs,1860076196,OB,UCB,Close,Close,,Goldman Sachs,1860076196
8,,215_2491430290_Goldman Sachs,1860076190,OB,UCB,Close,Close,,Goldman Sachs,1860076190
9,,217_2491430290_Goldman Sachs,1860076409,OB,UCB,Close,Close,,Goldman Sachs,1860076409
10,,210_2491426012_Goldman Sachs,1859876913,OB,UCB,Close,Close,,Goldman Sachs,1859876913
11,,208_2491426012_Goldman Sachs,1859876603,OB,UCB,Close,Close,,Goldman Sachs,1859876603
12,,211_2491426012_Goldman Sachs,1859876599,OB,UCB,Close,Close,,Goldman Sachs,1859876599
13,,213_2491426012_Goldman Sachs,1859876914,OB,UCB,Close,Close,,Goldman Sachs,1859876914
14,,217_2491426012_Goldman Sachs,1859876911,OB,UCB,Close,Close,,Goldman Sachs,1859876911
15,,215_2491426012_Goldman Sachs,1859876602,OB,UCB,Close,Close,,Goldman Sachs,1859876602
16,,214_2491426012_Goldman Sachs,1859876905,OB,UCB,Close,Close,,Goldman Sachs,1859876905
17,,212_2491426012_Goldman Sachs,1859876601,OB,UCB,Close,Close,,Goldman Sachs,1859876601
18,,216_2491426012_Goldman Sachs,1859876600,OB,UCB,Close,Close,,Goldman Sachs,1859876600
19,,218_2491426012_Goldman Sachs,1859876920,OB,UCB,Close,Close,,Goldman Sachs,1859876920
20,,207_2491426012_Goldman Sachs,1859876604,OB,UCB,Close,Close,,Goldman Sachs,1859876604
21,,209_2491426012_Goldman Sachs,1859876904,OB,UCB,Close,Close,,Goldman Sachs,1859876904
22,158_2491400070_Integrata,,1859770188,OB,UCB,Close,Close,,Goldman Sachs,1859770188
23,158_2491400077_Integrata,,1859771699,OB,UCB,Close,Close,,Goldman Sachs,1859771699
24,161_2491400070_Integrata,,1859770196,OB,UCB,Close,Close,,Goldman Sachs,1859770196
25,161_2491400077_Integrata,,1859771692,OB,UCB,Close,Close,,Goldman Sachs,1859771692
26,159_2491400077_Integrata,,1859771617,OB,UCB,Close,Close,,Goldman Sachs,1859771617
27,159_2491400070_Integrata,,1859771616,OB,UCB,Close,Close,,Goldman Sachs,1859771616
28,160_2491400070_Integrata,,1859770205,OB,UCB,Close,Close,,Goldman Sachs,1859770205
29,160_2491400077_Integrata,,1859771708,OB,UCB,Close,Close,,Goldman Sachs,1859771708
