,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns
0,44_2491400081_Integrata,,1859772797,OB,UCB,Close,Close,,UBS,1859772797
1,44_2491400067_Integrata,,1859769610,OB,UCB,Close,Close,,UBS,1859769610
2,100_2491400067_Integrata,,1859769598,OB,UCB,Close,Close,,UBS,1859769598
3,100_2491400081_Integrata,,1859772815,OB,UCB,Close,Close,,UBS,1859772815
4,3_2491400067_Integrata,,1859769354,OB,UCB,Close,Close,,UBS,1859769354
5,3_2491400081_Integrata,,1859772553,OB,UCB,Close,Close,,UBS,1859772553
6,,222_2491400081_UBS,1859772823,OB,UCB,Close,Close,,UBS,1859772823
7,,180_2491400067_UBS,1859769623,OB,UCB,Close,Close,,UBS,1859769623
8,,237_2491400067_UBS,1859769376,OB,UCB,Close,Close,,UBS,1859769376
9,,180_2491400081_UBS,1859772807,OB,UCB,Close,Close,,UBS,1859772807
10,,81_2491400067_UBS,1859769366,OB,UCB,Close,Close,,UBS,1859769366
11,,237_2491400081_UBS,1859772575,OB,UCB,Close,Close,,UBS,1859772575
12,,178_2491400067_UBS,1859769604,OB,UCB,Close,Close,,UBS,1859769604
13,,73_2491400067_UBS,1859769615,OB,UCB,Close,Close,,UBS,1859769615
14,,230_2491400067_UBS,1859769632,OB,UCB,Close,Close,,UBS,1859769632
15,,73_2491400081_UBS,1859772810,OB,UCB,Close,Close,,UBS,1859772810
16,,81_2491400081_UBS,1859772563,OB,UCB,Close,Close,,UBS,1859772563
17,,76_2491400067_UBS,1859769613,OB,UCB,Close,Close,,UBS,1859769613
18,,74_2491400067_UBS,1859769620,OB,UCB,Close,Close,,UBS,1859769620
19,,179_2491400081_UBS,1859772804,OB,UCB,Close,Close,,UBS,1859772804
20,,201_2491400081_UBS,1859772560,OB,UCB,Close,Close,,UBS,1859772560
21,,230_2491400081_UBS,1859772829,OB,UCB,Close,Close,,UBS,1859772829
22,,201_2491400067_UBS,1859769361,OB,UCB,Close,Close,,UBS,1859769361
23,,179_2491400067_UBS,1859769611,OB,UCB,Close,Close,,UBS,1859769611
24,,74_2491400081_UBS,1859772817,OB,UCB,Close,Close,,UBS,1859772817
25,,196_2491400067_UBS,1859769363,OB,UCB,Close,Close,,UBS,1859769363
26,,241_2491400081_UBS,1859772577,OB,UCB,Close,Close,,UBS,1859772577
27,,72_2491400081_UBS,1859772808,OB,UCB,Close,Close,,UBS,1859772808
28,,197_2491400081_UBS,1859772559,OB,UCB,Close,Close,,UBS,1859772559
29,,200_2491400081_UBS,1859772568,OB,UCB,Close,Close,,UBS,1859772568
30,,196_2491400081_UBS,1859772561,OB,UCB,Close,Close,,UBS,1859772561
31,,72_2491400067_UBS,1859769609,OB,UCB,Close,Close,,UBS,1859769609
32,,241_2491400067_UBS,1859769378,OB,UCB,Close,Close,,UBS,1859769378
33,,197_2491400067_UBS,1859769368,OB,UCB,Close,Close,,UBS,1859769368
34,,198_2491400067_UBS,1859769369,OB,UCB,Close,Close,,UBS,1859769369
35,,200_2491400067_UBS,1859769370,OB,UCB,Close,Close,,UBS,1859769370
36,,86_2491400081_UBS,1859772556,OB,UCB,Close,Close,,UBS,1859772556
37,,77_2491400067_UBS,1859769619,OB,UCB,Close,Close,,UBS,1859769619
38,,239_2491400067_UBS,1859769377,OB,UCB,Close,Close,,UBS,1859769377
39,,198_2491400081_UBS,1859772564,OB,UCB,Close,Close,,UBS,1859772564
40,,77_2491400081_UBS,1859772822,OB,UCB,Close,Close,,UBS,1859772822
41,,224_2491400067_UBS,1859769616,OB,UCB,Close,Close,,UBS,1859769616
42,,231_2491400067_UBS,1859769633,OB,UCB,Close,Close,,UBS,1859769633
43,,86_2491400067_UBS,1859769357,OB,UCB,Close,Close,,UBS,1859769357
44,,220_2491400081_UBS,1859772813,OB,UCB,Close,Close,,UBS,1859772813
45,,229_2491400081_UBS,1859772811,OB,UCB,Close,Close,,UBS,1859772811
46,,239_2491400081_UBS,1859772576,OB,UCB,Close,Close,,UBS,1859772576
47,,231_2491400081_UBS,1859772832,OB,UCB,Close,Close,,UBS,1859772832
48,,220_2491400067_UBS,1859769600,OB,UCB,Close,Close,,UBS,1859769600
49,,224_2491400081_UBS,1859772827,OB,UCB,Close,Close,,UBS,1859772827
50,,75_2491400081_UBS,1859772814,OB,UCB,Close,Close,,UBS,1859772814
51,,229_2491400067_UBS,1859769629,OB,UCB,Close,Close,,UBS,1859769629
52,,80_2491400067_UBS,1859769356,OB,UCB,Close,Close,,UBS,1859769356
53,,84_2491400067_UBS,1859769358,OB,UCB,Close,Close,,UBS,1859769358
54,,75_2491400067_UBS,1859769603,OB,UCB,Close,Close,,UBS,1859769603
